frame_id,processed_id,timestamp_sec,zone_name,zone_count,zone_area_pixels,zone_density_pixel,risk_level,total_count
41,41,1.364506642172754,sidewalk_bottom,7,130166.0,5.3777484135642177e-05,LOW,105
41,41,1.364506642172754,sidewalk_right,48,105026.0,0.0004570296878868,CRITICAL,105
41,41,1.364506642172754,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,105
41,41,1.364506642172754,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,105
41,41,1.364506642172754,crosswalk_main_left,0,38193.0,0.0,LOW,105
41,41,1.364506642172754,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,105
42,42,1.3977872919818457,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,105
42,42,1.3977872919818457,sidewalk_bottom,7,130166.0,5.3777484135642177e-05,LOW,105
42,42,1.3977872919818457,sidewalk_right,48,105026.0,0.0004570296878868,CRITICAL,105
42,42,1.3977872919818457,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,105
42,42,1.3977872919818457,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,105
42,42,1.3977872919818457,crosswalk_main_left,0,38193.0,0.0,LOW,105
42,42,1.3977872919818457,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,105
43,43,1.431067941790937,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,105
43,43,1.431067941790937,sidewalk_bottom,8,130166.0,6.145998186930535e-05,MEDIUM,105
43,43,1.431067941790937,sidewalk_right,48,105026.0,0.0004570296878868,CRITICAL,105
43,43,1.431067941790937,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,105
43,43,1.431067941790937,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,105
